Time (sec),S:Load (lbs),S:Position (in),Ch:Position (mm),Ch:Load (lbs),Ch:Stress (kPa),Ch:Strain (lbs),Cycles (),Time_P&V (),S:Load_P&V (),S:Position_P&V (),Ch:Position_P&V (),Ch:Load_P&V (),Ch:Stress_P&V (),Ch:Strain_P&V (),Cycles_P&V ()
90.620003,77.156647,0.059364,1.507853,77.156647,17483.94531,0.301571,0,,,,,,,,
90.640007,77.252037,0.059383,1.508321,77.252037,17505.5625,0.301664,0,,,,,,,,
90.660004,77.289307,0.059401,1.50879,77.289307,17514.00781,0.301758,0,,,,,,,,
90.680008,77.286102,0.059412,1.509077,77.286102,17513.28125,0.301815,0,,,,,,,,
90.700005,77.225983,0.059417,1.509181,77.225983,17499.65625,0.301836,0,,,,,,,,
90.720001,77.191513,0.059427,1.509441,77.191513,17491.84766,0.301888,0,,,,,,,,
90.740005,77.201134,0.059435,1.50965,77.201134,17494.02539,0.30193,0,,,,,,,,
90.760002,77.141014,0.059442,1.509832,77.141014,17480.40234,0.301966,0,,,,,,,,
90.780006,77.10495,0.059453,1.510118,77.10495,17472.23047,0.302024,0,,,,,,,,
90.800003,77.042023,0.059463,1.510353,77.042023,17457.97266,0.302071,0,,,,,,,,
90.820007,77.086914,0.059477,1.510717,77.086914,17468.14453,0.302143,0,,,,,,,,
90.840004,77.134201,0.0595,1.51129,77.134201,17478.85742,0.302258,0,,,,,,,,
90.860001,77.217972,0.059513,1.511629,77.217972,17497.8418,0.302326,0,,,,,,,,
90.880005,77.276886,0.059533,1.51215,77.276886,17511.19336,0.30243,0,,,,,,,,
90.900002,77.320572,0.059548,1.512514,77.320572,17521.0918,0.302503,0,,,,,,,,
90.920006,77.296524,0.059556,1.512723,77.296524,17515.64258,0.302545,0,,,,,,,,
90.940002,77.238007,0.059563,1.512905,77.238007,17502.38281,0.302581,0,,,,,,,,
90.960007,77.217972,0.059577,1.513243,77.217972,17497.8418,0.302649,0,,,,,,,,
90.980003,77.213959,0.059582,1.513374,77.213959,17496.93164,0.302675,0,,,,,,,,
91.000008,77.207146,0.0596,1.513842,77.207146,17495.38672,0.302768,0,,,,,,,,
91.020004,77.262459,0.059619,1.514311,77.262459,17507.92383,0.302862,0,,,,,,,,
91.040001,77.358246,0.059638,1.514806,77.358246,17529.62695,0.302961,0,,,,,,,,
91.060005,77.401932,0.059653,1.515197,77.401932,17539.52734,0.303039,0,,,,,,,,
91.080002,77.395515,0.059664,1.515457,77.395515,17538.07227,0.303091,0,,,,,,,,
91.100006,77.389503,0.059676,1.51577,77.389503,17536.71094,0.303154,0,,,,,,,,
91.120003,77.397919,0.05969,1.516134,77.397919,17538.61914,0.303227,0,,,,,,,,
91.140007,77.438004,0.0597,1.516369,77.438004,17547.70117,0.303274,0,,,,,,,,
91.160004,77.396721,0.059714,1.516733,77.396721,17538.34766,0.303347,0,,,,,,,,
91.180008,77.408745,0.059722,1.516942,77.408745,17541.07227,0.303388,0,,,,,,,,
91.200005,77.369865,0.059734,1.517254,77.369865,17532.26172,0.303451,0,,,,,,,,
91.220001,77.389107,0.059748,1.517593,77.389107,17536.62109,0.303519,0,,,,,,,,
91.240005,77.421165,0.059759,1.517879,77.421165,17543.88672,0.303576,0,,,,,,,,
91.260002,77.423569,0.059772,1.518218,77.423569,17544.42969,0.303644,0,,,,,,,,
91.280006,77.510544,0.059794,1.518764,77.510544,17564.13867,0.303753,0,,,,,,,,
91.300003,77.56665,0.059807,1.519103,77.56665,17576.85352,0.303821,0,,,,,,,,
91.320007,77.57988,0.059816,1.519337,77.57988,17579.85156,0.303867,0,,,,,,,,
91.340004,77.514954,0.059826,1.519572,77.514954,17565.14063,0.303914,0,,,,,,,,
91.360001,77.487701,0.059832,1.519728,77.487701,17558.96289,0.303946,0,,,,,,,,
91.380005,77.479683,0.059844,1.520041,77.479683,17557.14648,0.304008,0,,,,,,,,
91.400002,77.464455,0.059852,1.520249,77.464455,17553.69531,0.30405,0,,,,,,,,
91.420006,77.497719,0.059865,1.520561,77.497719,17561.23438,0.304112,0,,,,,,,,
91.440002,77.530182,0.059882,1.521004,77.530182,17568.58984,0.304201,0,,,,,,,,
91.460007,77.526573,0.059891,1.521238,77.526573,17567.77148,0.304248,0,,,,,,,,
91.480003,77.535789,0.059903,1.521525,77.535789,17569.85938,0.304305,0,,,,,,,,
91.500008,77.603127,0.059925,1.522098,77.603127,17585.11914,0.30442,0,,,,,,,,
91.520004,77.714142,0.059942,1.522515,77.714142,17610.27539,0.304503,0,,,,,,,,
91.540001,77.745804,0.059955,1.522853,77.745804,17617.44922,0.304571,0,,,,,,,,
91.560005,77.776665,0.059974,1.523348,77.776665,17624.44336,0.30467,0,,,,,,,,
91.580002,77.893692,0.059995,1.523869,77.893692,17650.96094,0.304774,0,,,,,,,,
91.600006,77.930969,0.060002,1.524051,77.930969,17659.4082,0.30481,0,,,,,,,,
91.620003,77.828369,0.060007,1.524181,77.828369,17636.16016,0.304836,0,,,,,,,,
91.640007,77.813942,0.060019,1.524494,77.813942,17632.89063,0.304899,0,,,,,,,,
91.660004,77.855621,0.060033,1.524832,77.855621,17642.33594,0.304966,0,,,,,,,,
91.680008,77.87085,0.060042,1.525067,77.87085,17645.78711,0.305013,0,,,,,,,,
91.700005,77.856819,0.060051,1.525301,77.856819,17642.60742,0.30506,0,,,,,,,,
91.720001,77.813133,0.060067,1.525692,77.813133,17632.70703,0.305138,0,,,,,,,,
91.740005,77.876862,0.060088,1.526239,77.876862,17647.14844,0.305248,0,,,,,,,,
91.760002,78.02916,0.060107,1.526707,78.02916,17681.66016,0.305341,0,,,,,,,,
91.780006,78.076454,0.060121,1.527072,78.076454,17692.37695,0.305414,0,,,,,,,,
91.800003,78.074051,0.060126,1.527202,78.074051,17691.83203,0.30544,0,,,,,,,,
91.820007,78.028358,0.060142,1.527619,78.028358,17681.47852,0.305524,0,,,,,,,,
91.840004,78.127754,0.060162,1.528114,78.127754,17704.00195,0.305623,0,,,,,,,,
91.860001,78.15461,0.060175,1.528452,78.15461,17710.08789,0.30569,0,,,,,,,,
91.880005,78.185066,0.06019,1.528817,78.185066,17716.98828,0.305763,0,,,,,,,,
91.900002,78.168633,0.060199,1.529051,78.168633,17713.26563,0.30581,0,,,,,,,,
91.920006,78.143784,0.060208,1.529286,78.143784,17707.63477,0.305857,0,,,,,,,,
91.940002,78.176247,0.060216,1.529494,78.176247,17714.99023,0.305899,0,,,,,,,,
91.960007,78.122948,0.060232,1.529884,78.122948,17702.91211,0.305977,0,,,,,,,,
91.980003,78.20591,0.060243,1.530171,78.20591,17721.71289,0.306034,0,,,,,,,,
92.000008,78.166634,0.06026,1.530614,78.166634,17712.8125,0.306123,0,,,,,,,,
92.020004,78.182663,0.060262,1.530666,78.182663,17716.44531,0.306133,0,,,,,,,,
92.040001,78.116936,0.060262,1.530666,78.116936,17701.55078,0.306133,0,,,,,,,,
92.060005,78.003113,0.060264,1.530718,78.003113,17675.75781,0.306144,0,,,,,,,,
92.080002,77.979866,0.060289,1.531343,77.979866,17670.49023,0.306269,0,,,,,,,,
92.100006,78.221939,0.060322,1.532176,78.221939,17725.34375,0.306435,0,,,,,,,,
92.120003,78.355804,0.060337,1.532567,78.355804,17755.67773,0.306513,0,,,,,,,,
92.140007,78.343376,0.06035,1.532879,78.343376,17752.86133,0.306576,0,,,,,,,,
92.160004,78.383858,0.060369,1.533374,78.383858,17762.03516,0.306675,0,,,,,,,,
92.180008,78.423935,0.06038,1.533661,78.423935,17771.11523,0.306732,0,,,,,,,,
92.200005,78.439568,0.060386,1.533817,78.439568,17774.6582,0.306763,0,,,,,,,,
92.220001,78.39949,0.060397,1.534077,78.39949,17765.57813,0.306815,0,,,,,,,,
92.240005,78.374641,0.060413,1.534494,78.374641,17759.94727,0.306899,0,,,,,,,,
92.260002,78.426743,0.060418,1.534624,78.426743,17771.75391,0.306925,0,,,,,,,,
92.280006,78.346581,0.060431,1.534937,78.346581,17753.58789,0.306987,0,,,,,,,,
92.300003,78.385864,0.06045,1.535432,78.385864,17762.49023,0.307086,0,,,,,,,,
92.320007,78.53215,0.060477,1.536109,78.53215,17795.63867,0.307222,0,,,,,,,,
92.340004,78.690056,0.060497,1.536629,78.690056,17831.41992,0.307326,0,,,,,,,,
92.360001,78.727333,0.06051,1.536942,78.727333,17839.86719,0.307388,0,,,,,,,,
92.380005,78.714104,0.060523,1.537281,78.714104,17836.87109,0.307456,0,,,,,,,,
92.400002,78.686447,0.060537,1.537645,78.686447,17830.60352,0.307529,0,,,,,,,,
92.420006,78.770615,0.060554,1.538062,78.770615,17849.67578,0.307612,0,,,,,,,,
92.440002,78.820717,0.060567,1.5384,78.820717,17861.02734,0.30768,0,,,,,,,,
92.460007,78.782242,0.060573,1.538557,78.782242,17852.31055,0.307711,0,,,,,,,,
92.480003,78.705284,0.060578,1.538687,78.705284,17834.87305,0.307737,0,,,,,,,,
92.500008,78.684845,0.060588,1.538947,78.684845,17830.24023,0.307789,0,,,,,,,,
92.520004,78.617111,0.060595,1.539104,78.617111,17814.89063,0.307821,0,,,,,,,,
92.540001,78.609497,0.060608,1.539442,78.609497,17813.16602,0.307888,0,,,,,,,,
92.560005,78.660797,0.060625,1.539885,78.660797,17824.79102,0.307977,0,,,,,,,,
92.580002,78.708496,0.060646,1.540406,78.708496,17835.59961,0.308081,0,,,,,,,,
92.600006,78.838753,0.060661,1.540796,78.838753,17865.11719,0.308159,0,,,,,,,,
92.620003,78.840355,0.060677,1.541187,78.840355,17865.47852,0.308237,0,,,,,,,,
92.640007,78.868813,0.060689,1.541499,78.868813,17871.92969,0.3083,0,,,,,,,,
92.660004,78.888046,0.060705,1.541916,78.888046,17876.28516,0.308383,0,,,,,,,,
92.680008,78.872017,0.060715,1.54215,78.872017,17872.65234,0.30843,0,,,,,,,,
92.700005,78.894859,0.060726,1.542437,78.894859,17877.83008,0.308487,0,,,,,,,,
92.720001,78.910492,0.06074,1.542801,78.910492,17881.37305,0.30856,0,,,,,,,,
92.740005,78.930527,0.060756,1.543192,78.930527,17885.91211,0.308638,0,,,,,,,,
92.760002,78.954178,0.060768,1.543505,78.954178,17891.27148,0.308701,0,,,,,,,,
92.780006,78.944557,0.060782,1.543869,78.944557,17889.0918,0.308774,0,,,,,,,,
92.800003,78.988647,0.0608,1.544312,78.988647,17899.08398,0.308862,0,,,,,,,,
92.820007,79.029121,0.060815,1.544703,79.029121,17908.25586,0.308941,0,,,,,,,,
92.840004,79.081223,0.060832,1.545145,79.081223,17920.06055,0.309029,0,,,,,,,,
92.860001,79.119301,0.060843,1.545406,79.119301,17928.68945,0.309081,0,,,,,,,,
92.880005,79.107681,0.060852,1.54564,79.107681,17926.05664,0.309128,0,,,,,,,,
92.900002,79.052773,0.060864,1.545953,79.052773,17913.61328,0.309191,0,,,,,,,,
92.920006,79.084435,0.060881,1.546369,79.084435,17920.78906,0.309274,0,,,,,,,,
92.940002,79.102867,0.06089,1.546604,79.102867,17924.96484,0.309321,0,,,,,,,,
92.960007,79.069199,0.060899,1.546838,79.069199,17917.33594,0.309368,0,,,,,,,,
92.980003,79.068802,0.060909,1.547099,79.068802,17917.24609,0.30942,0,,,,,,,,
93.000008,79.060783,0.060922,1.547411,79.060783,17915.42773,0.309482,0,,,,,,,,
93.020004,79.070007,0.06093,1.547619,79.070007,17917.51953,0.309524,0,,,,,,,,
93.040001,79.037941,0.060942,1.547932,79.037941,17910.25391,0.309586,0,,,,,,,,
93.060005,79.047562,0.060963,1.548453,79.047562,17912.43359,0.309691,0,,,,,,,,
93.080002,79.160583,0.060981,1.548921,79.160583,17938.04297,0.309784,0,,,,,,,,
93.100006,79.178215,0.060988,1.549104,79.178215,17942.03906,0.309821,0,,,,,,,,
93.120003,79.200661,0.061001,1.549416,79.200661,17947.125,0.309883,0,,,,,,,,
93.140007,79.167397,0.061008,1.549599,79.167397,17939.58789,0.30992,0,,,,,,,,
93.160004,79.097656,0.061015,1.549781,79.097656,17923.78516,0.309956,0,,,,,,,,
93.180008,79.034332,0.061016,1.549807,79.034332,17909.43555,0.309961,0,,,,,,,,
93.200005,78.916504,0.061016,1.549807,78.916504,17882.73438,0.309961,0,,,,,,,,
93.220001,78.891251,0.061038,1.550354,78.891251,17877.01172,0.310071,0,,,,,,,,
93.240005,79.045959,0.061064,1.551031,79.045959,17912.07031,0.310206,0,,,,,,,,
93.260002,79.183426,0.061075,1.551317,79.183426,17943.21875,0.310263,0,,,,,,,,
93.280006,79.15657,0.061093,1.55176,79.15657,17937.13477,0.310352,0,,,,,,,,
93.300003,79.277611,0.061119,1.552411,79.277611,17964.5625,0.310482,0,,,,,,,,
93.320007,79.393837,0.061137,1.55288,79.393837,17990.90039,0.310576,0,,,,,,,,
93.340004,79.436325,0.061149,1.553192,79.436325,18000.52734,0.310639,0,,,,,,,,
93.360008,79.393036,0.061155,1.553349,79.393036,17990.71875,0.31067,0,,,,,,,,
93.380005,79.330513,0.061159,1.553427,79.330513,17976.55078,0.310685,0,,,,,,,,
93.400002,79.282417,0.06117,1.553713,79.282417,17965.65234,0.310743,0,,,,,,,,
93.420006,79.318489,0.061188,1.554182,79.318489,17973.82617,0.310836,0,,,,,,,,
93.440002,79.343742,0.0612,1.554469,79.343742,17979.54688,0.310894,0,,,,,,,,
93.460007,79.331314,0.061211,1.554755,79.331314,17976.73047,0.310951,0,,,,,,,,
93.480003,79.375,0.061226,1.555146,79.375,17986.63086,0.311029,0,,,,,,,,
93.500008,79.362579,0.061241,1.55551,79.362579,17983.81641,0.311102,0,,,,,,,,
93.520004,79.4748,0.061255,1.555875,79.4748,18009.24609,0.311175,0,,,,,,,,
93.540001,79.452759,0.061268,1.556213,79.452759,18004.25195,0.311243,0,,,,,,,,
93.560005,79.476402,0.061289,1.556734,79.476402,18009.60938,0.311347,0,,,,,,,,
93.580002,79.548546,0.061299,1.556995,79.548546,18025.95898,0.311399,0,,,,,,,,
93.600006,79.515678,0.06131,1.557281,79.515678,18018.50977,0.311456,0,,,,,,,,
93.620003,79.541733,0.061324,1.55762,79.541733,18024.41406,0.311524,0,,,,,,,,
93.640007,79.541733,0.061327,1.557698,79.541733,18024.41406,0.31154,0,,,,,,,,
93.660004,79.435524,0.061333,1.557854,79.435524,18000.3457,0.311571,0,,,,,,,,
93.680008,79.393837,0.061343,1.558114,79.393837,17990.90039,0.311623,0,,,,,,,,
93.700005,79.387825,0.061351,1.558323,79.387825,17989.53711,0.311665,0,,,,,,,,
93.720001,79.38903,0.061367,1.558713,79.38903,17989.81055,0.311743,0,,,,,,,,
93.740005,79.392639,0.061378,1.559,79.392639,17990.62891,0.3118,0,,,,,,,,
93.760002,79.428711,0.061392,1.559364,79.428711,17998.80273,0.311873,0,,,,,,,,
93.780006,79.488823,0.061412,1.559859,79.488823,18012.42383,0.311972,0,,,,,,,,
93.800003,79.599846,0.061435,1.560458,79.599846,18037.58203,0.312092,0,,,,,,,,
93.820007,79.704048,0.061456,1.560979,79.704048,18061.19531,0.312196,0,,,,,,,,
93.840004,79.789413,0.061478,1.561552,79.789413,18080.53906,0.31231,0,,,,,,,,
93.860008,79.840317,0.06149,1.561839,79.840317,18092.07422,0.312368,0,,,,,,,,
93.880005,79.817474,0.061497,1.562021,79.817474,18086.89844,0.312404,0,,,,,,,,
93.900002,79.783401,0.061507,1.562281,79.783401,18079.17773,0.312456,0,,,,,,,,
93.920006,79.75415,0.061514,1.562464,79.75415,18072.54883,0.312493,0,,,,,,,,
93.940002,79.733307,0.061527,1.562776,79.733307,18067.82422,0.312555,0,,,,,,,,
93.960007,79.716072,0.06153,1.562854,79.716072,18063.91992,0.312571,0,,,,,,,,
93.980003,79.578606,0.06153,1.562854,79.578606,18032.76758,0.312571,0,,,,,,,,
94.000008,79.508064,0.061543,1.563193,79.508064,18016.78516,0.312639,0,,,,,,,,
94.020004,79.605858,0.06157,1.56387,79.605858,18038.94531,0.312774,0,,,,,,,,
94.040001,79.798233,0.061592,1.564443,79.798233,18082.53711,0.312889,0,,,,,,,,
94.060005,79.905647,0.061615,1.565016,79.905647,18106.87695,0.313003,0,,,,,,,,
94.080002,79.95414,0.061625,1.565276,79.95414,18117.86719,0.313055,0,,,,,,,,
94.100006,79.880798,0.061633,1.565484,79.880798,18101.24609,0.313097,0,,,,,,,,
94.120003,79.846329,0.061639,1.565641,79.846329,18093.43555,0.313128,0,,,,,,,,
94.140007,79.784607,0.061645,1.565771,79.784607,18079.44922,0.313154,0,,,,,,,,
94.160004,79.754951,0.061654,1.566005,79.754951,18072.73047,0.313201,0,,,,,,,,
94.180008,79.767372,0.061668,1.56637,79.767372,18075.54492,0.313274,0,,,,,,,,
94.200005,79.827087,0.06168,1.566682,79.827087,18089.07617,0.313336,0,,,,,,,,
94.220001,79.811859,0.061698,1.567125,79.811859,18085.62695,0.313425,0,,,,,,,,
94.240005,79.877586,0.06172,1.567698,79.877586,18100.51758,0.31354,0,,,,,,,,
94.260002,80.01947,0.061742,1.568245,80.01947,18132.66992,0.313649,0,,,,,,,,
94.280006,80.098022,0.061756,1.568609,80.098022,18150.4707,0.313722,0,,,,,,,,
94.300003,80.104836,0.061764,1.568818,80.104836,18152.01367,0.313764,0,,,,,,,,
94.320007,80.072372,0.061775,1.569078,80.072372,18144.6582,0.313816,0,,,,,,,,
94.340004,80.027481,0.061785,1.569339,80.027481,18134.48633,0.313868,0,,,,,,,,
94.360008,80.053131,0.061805,1.56986,80.053131,18140.29883,0.313972,0,,,,,,,,
94.380005,80.122871,0.061821,1.57025,80.122871,18156.10156,0.31405,0,,,,,,,,
94.400002,80.096016,0.061828,1.570432,80.096016,18150.01563,0.314086,0,,,,,,,,
94.420006,80.110443,0.061838,1.570693,80.110443,18153.28516,0.314139,0,,,,,,,,
94.440002,80.134491,0.061859,1.571214,80.134491,18158.73438,0.314243,0,,,,,,,,
94.460007,80.202225,0.061877,1.571683,80.202225,18174.08398,0.314337,0,,,,,,,,
94.480003,80.274368,0.061896,1.572151,80.274368,18190.42969,0.31443,0,,,,,,,,
94.500008,80.258339,0.061905,1.572386,80.258339,18186.80078,0.314477,0,,,,,,,,
94.520004,80.225471,0.061914,1.57262,80.225471,18179.35156,0.314524,0,,,,,,,,
94.540001,80.220261,0.061921,1.572802,80.220261,18178.16992,0.31456,0,,,,,,,,
94.560005,80.1894,0.061933,1.573089,80.1894,18171.17773,0.314618,0,,,,,,,,
94.580002,80.142906,0.061939,1.573245,80.142906,18160.64258,0.314649,0,,,,,,,,
94.600006,80.123672,0.061947,1.573453,80.123672,18156.2832,0.314691,0,,,,,,,,
94.620003,80.080383,0.061961,1.573818,80.080383,18146.47266,0.314764,0,,,,,,,,
94.640007,80.119667,0.061976,1.574183,80.119667,18155.37695,0.314837,0,,,,,,,,
94.660004,80.172966,0.06199,1.574547,80.172966,18167.45508,0.314909,0,,,,,,,,
94.680008,80.154533,0.062001,1.574834,80.154533,18163.27539,0.314967,0,,,,,,,,
94.700005,80.225471,0.062017,1.575224,80.225471,18179.35156,0.315045,0,,,,,,,,
94.720001,80.26194,0.062032,1.575615,80.26194,18187.61328,0.315123,0,,,,,,,,
94.740005,80.283188,0.062046,1.575979,80.283188,18192.42969,0.315196,0,,,,,,,,
94.760002,80.306427,0.062071,1.576604,80.306427,18197.69727,0.315321,0,,,,,,,,
94.780006,80.439095,0.062088,1.577047,80.439095,18227.75781,0.315409,0,,,,,,,,
94.800003,80.481171,0.062095,1.577204,80.481171,18237.29297,0.315441,0,,,,,,,,
94.820007,80.397408,0.0621,1.577334,80.397408,18218.3125,0.315467,0,,,,,,,,
94.840004,80.328476,0.06211,1.577594,80.328476,18202.69141,0.315519,0,,,,,,,,
94.860008,80.316048,0.062121,1.577881,80.316048,18199.87695,0.315576,0,,,,,,,,
94.880005,80.346512,0.062135,1.578219,80.346512,18206.7793,0.315644,0,,,,,,,,
94.900002,80.341698,0.062147,1.578532,80.341698,18205.6875,0.315706,0,,,,,,,,
94.920006,80.291199,0.06215,1.57861,80.291199,18194.24609,0.315722,0,,,,,,,,
94.940002,80.298813,0.062166,1.579026,80.298813,18195.9707,0.315805,0,,,,,,,,
94.960007,80.360535,0.062189,1.579599,80.360535,18209.95703,0.31592,0,,,,,,,,
94.980003,80.461937,0.062203,1.579964,80.461937,18232.93555,0.315993,0,,,,,,,,
95.000008,80.477966,0.062208,1.580094,80.477966,18236.56641,0.316019,0,,,,,,,,
95.020004,80.332481,0.062216,1.580276,80.332481,18203.59961,0.316055,0,,,,,,,,
95.040001,80.405022,0.06224,1.580902,80.405022,18220.03711,0.31618,0,,,,,,,,
95.060005,80.503616,0.062264,1.5815,80.503616,18242.37891,0.3163,0,,,,,,,,
95.080002,80.639885,0.062275,1.581787,80.639885,18273.25781,0.316357,0,,,,,,,,
95.100006,80.629066,0.062288,1.582126,80.629066,18270.80664,0.316425,0,,,,,,,,
95.120003,80.622253,0.062304,1.582516,80.622253,18269.26367,0.316503,0,,,,,,,,
95.140007,80.636276,0.06232,1.582933,80.636276,18272.44141,0.316587,0,,,,,,,,
95.160004,80.737679,0.062339,1.583402,80.737679,18295.41992,0.31668,0,,,,,,,,
95.180008,80.688377,0.06234,1.583428,80.688377,18284.24609,0.316686,0,,,,,,,,
95.200005,80.597801,0.06234,1.583428,80.597801,18263.7207,0.316686,0,,,,,,,,
95.220001,80.526466,0.062357,1.58387,80.526466,18247.55664,0.316774,0,,,,,,,,
95.240005,80.649506,0.062381,1.584469,80.649506,18275.4375,0.316894,0,,,,,,,,
95.260002,80.729263,0.062394,1.584808,80.729263,18293.51172,0.316962,0,,,,,,,,
95.280006,80.704414,0.062405,1.585094,80.704414,18287.88086,0.317019,0,,,,,,,,
95.300003,80.675552,0.062419,1.585433,80.675552,18281.3418,0.317087,0,,,,,,,,
95.320007,80.764526,0.062439,1.585954,80.764526,18301.50195,0.317191,0,,,,,,,,
95.340004,80.871536,0.06246,1.586475,80.871536,18325.75195,0.317295,0,,,,,,,,
95.360008,80.908409,0.062475,1.586865,80.908409,18334.10742,0.317373,0,,,,,,,,
95.380005,80.961319,0.062487,1.587178,80.961319,18346.09766,0.317436,0,,,,,,,,
95.400002,80.868332,0.062497,1.587412,80.868332,18325.02539,0.317482,0,,,,,,,,
95.420006,80.863121,0.062501,1.587516,80.863121,18323.84375,0.317503,0,,,,,,,,
95.440002,80.818237,0.062513,1.587829,80.818237,18313.67383,0.317566,0,,,,,,,,
95.460007,80.796188,0.062521,1.588037,80.796188,18308.67773,0.317607,0,,,,,,,,
95.480003,80.777756,0.062526,1.588167,80.777756,18304.5,0.317633,0,,,,,,,,
95.500008,80.70842,0.062541,1.588532,80.70842,18288.78711,0.317706,0,,,,,,,,
95.520004,80.798996,0.062564,1.589131,80.798996,18309.3125,0.317826,0,,,,,,,,
95.540001,80.913223,0.062589,1.589756,80.913223,18335.19922,0.317951,0,,,,,,,,
95.560005,81.013817,0.062602,1.590095,81.013817,18357.99219,0.318019,0,,,,,,,,
95.580002,80.988968,0.062609,1.590277,80.988968,18352.36133,0.318055,0,,,,,,,,
95.600006,80.945686,0.062618,1.590485,80.945686,18342.55469,0.318097,0,,,,,,,,
95.620003,80.964523,0.062636,1.590954,80.964523,18346.82227,0.318191,0,,,,,,,,
95.640007,81.040268,0.062654,1.591423,81.040268,18363.98633,0.318285,0,,,,,,,,
95.660004,81.039871,0.062662,1.591605,81.039871,18363.89648,0.318321,0,,,,,,,,
95.680008,80.950493,0.062668,1.591761,80.950493,18343.64453,0.318352,0,,,,,,,,
95.700005,80.968132,0.062678,1.592022,80.968132,18347.63867,0.318404,0,,,,,,,,
95.720001,80.955704,0.062691,1.59236,80.955704,18344.82227,0.318472,0,,,,,,,,
95.740005,80.96653,0.062709,1.592803,80.96653,18347.27734,0.318561,0,,,,,,,,
95.760002,81.057907,0.062731,1.593376,81.057907,18367.98438,0.318675,0,,,,,,,,
95.780006,81.219025,0.06276,1.594105,81.219025,18404.49219,0.318821,0,,,,,,,,
95.800003,81.283546,0.062774,1.594469,81.283546,18419.11523,0.318894,0,,,,,,,,
95.820007,81.332848,0.062786,1.594756,81.332848,18430.28516,0.318951,0,,,,,,,,
95.840004,81.291565,0.062797,1.595042,81.291565,18420.93164,0.319009,0,,,,,,,,
95.860008,81.258301,0.0628,1.595121,81.258301,18413.39453,0.319024,0,,,,,,,,
95.880005,81.193771,0.062811,1.595407,81.193771,18398.76953,0.319081,0,,,,,,,,
95.900002,81.179344,0.062824,1.59572,81.179344,18395.50195,0.319144,0,,,,,,,,
95.920006,81.174133,0.062838,1.596084,81.174133,18394.32031,0.319217,0,,,,,,,,
95.940002,81.251083,0.062852,1.596449,81.251083,18411.75781,0.31929,0,,,,,,,,
